Page,Frame,Motor 1,Motor 2,Motor 3,Motor 4,Motor 5,Motor 6,Motor 7,Motor 8,Motor 9,Motor 10,Motor 11,Motor 12,Motor 13,Motor 14,Motor 15,Motor 16,Motor 17,Motor 18
80 L_S_L,30,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,3.52,6.15,-48.63,47.75,-76.76,75.59,38.09,-37.79,3.52,6.15
80 L_S_L,40,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,4.69,7.32,-47.75,46.88,-75,73.54,37.21,-36.91,4.69,7.32
80 L_S_L,50,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,2.64,9.38,-46.88,48.93,-73.24,77.93,36.33,-38.96,5.57,8.5
80 L_S_L,60,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,-2.64,12.6,-46.29,53.91,-72.07,87.6,35.74,-43.95,6.15,9.38
80 L_S_L,70,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,-5.27,14.06,-46,55.96,-71.48,91.99,35.45,-46,6.45,9.96
81,10,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,-5.86,24.61,-46.88,47.75,-73.24,75.59,36.33,-37.79,2.93,21.68
81,20,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,-2.93,22.56,-47.46,41.02,-74.41,61.82,36.91,-31.05,0,21.39
81,30,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,-2.05,20.51,-48.05,38.67,-75.59,57.13,37.5,-28.71,-2.05,20.51
81,40,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,-4.1,18.75,-48.63,41.31,-76.76,62.7,38.09,-31.35,-4.1,18.75
81,50,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,-6.45,16.7,-48.63,43.95,-77.05,67.68,38.09,-33.98,-6.45,16.7
81,60,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,-9.08,14.36,-48.63,46,-76.76,71.78,38.09,-36.04,-9.08,14.36
81,70,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,-11.72,11.43,-47.75,47.46,-75,74.71,37.21,-37.5,-11.72,11.43
82 L_S_R,10,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,-3.22,-0.59,-49.8,49.51,-79.1,79.1,39.26,-39.55,-3.22,-0.59
82 L_S_R,20,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,-4.98,-2.34,-48.93,48.93,-77.64,77.93,38.38,-38.96,-4.98,-2.34
82 L_S_R,30,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,-6.45,-3.81,-48.05,48.34,-75.88,76.46,37.5,-38.38,-6.45,-3.81
82 L_S_R,40,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,-7.62,-4.98,-47.17,47.46,-73.83,74.71,36.62,-37.5,-7.62,-4.98
82 L_S_R,50,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,-9.67,-2.93,-49.22,46.58,-78.22,72.95,38.67,-36.62,-8.79,-5.86
82 L_S_R,60,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,-12.89,2.34,-54.2,46,-87.89,71.78,43.65,-36.04,-9.67,-6.45
82 L_S_R,70,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,-14.36,4.98,-56.25,45.7,-92.29,71.19,45.7,-35.74,-10.25,-6.74
83,10,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,-19.92,0.59,-51.27,45.41,-82.32,70.61,40.72,-35.45,-16.99,-8.2
83,20,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,-14.36,-6.45,-47.46,45.41,-74.41,70.9,36.91,-35.45,-13.48,-9.38
83,30,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,-11.13,-8.5,-46,46.58,-71.48,72.95,35.45,-36.62,-11.13,-8.5
83,40,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,-9.08,-6.74,-47.46,47.75,-74.41,75.29,36.91,-37.79,-9.08,-6.74
83,50,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,-6.74,-4.39,-48.63,48.93,-77.05,77.64,38.09,-38.96,-6.74,-4.39
83,60,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,-4.1,-1.76,-49.51,49.51,-78.81,79.1,38.96,-39.55,-4.1,-1.76
83,70,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,-1.46,1.17,-50.1,49.8,-79.69,79.39,39.55,-39.84,-1.46,1.17
84 L_M_L,10,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,0.88,3.52,-49.8,49.22,-79.39,78.52,39.26,-39.26,0.88,3.52
84 L_M_L,20,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,3.22,5.57,-49.22,48.63,-78.22,77.05,38.67,-38.67,3.22,5.57
84 L_M_L,30,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,3.81,8.2,-48.34,48.63,-76.46,77.05,37.79,-38.67,4.98,7.91
84 L_M_L,40,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,1.76,12.01,-47.46,50.1,-74.41,79.98,36.91,-40.14,5.86,10.55
84 L_M_L,50,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,-1.76,16.11,-46.88,51.86,-73.24,83.79,36.33,-41.89,5.86,13.18
84 L_M_L,60,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,-5.57,19.63,-46.29,53.03,-72.36,86.13,35.74,-43.07,4.98,15.82
84 L_M_L,70,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,-7.91,21.97,-46.58,53.03,-72.66,86.13,36.04,-43.07,3.81,17.87
85,10,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,-8.79,22.85,-46.88,51.56,-73.24,82.91,36.33,-41.6,2.05,19.04
85,20,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,-7.91,21.97,-47.46,48.63,-74.41,77.34,36.91,-38.67,-0.29,19.34
85,30,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,-6.74,20.21,-48.05,45.7,-75.59,71.48,37.5,-35.74,-2.64,18.75
85,40,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,-6.15,17.87,-48.34,43.95,-76.46,67.68,37.79,-33.98,-4.98,17.58
85,50,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,-7.32,15.82,-48.63,44.53,-76.76,68.85,38.09,-34.57,-7.32,15.82
85,60,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,-9.67,13.77,-48.34,46.29,-76.46,72.36,37.79,-36.33,-9.67,13.77
85,70,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,-11.72,11.43,-47.75,47.46,-75,74.71,37.21,-37.5,-11.72,11.43
86 L_M_R,10,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,-14.06,9.38,-46.58,48.05,-72.66,76.17,36.04,-38.09,-14.06,9.38
86 L_M_R,20,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,-16.11,7.03,-44.82,48.34,-69.14,76.46,34.28,-38.38,-16.11,7.03
86 L_M_R,30,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,-18.16,5.86,-44.24,48.05,-67.97,76.17,33.69,-38.09,-17.87,4.69
86 L_M_R,40,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,-20.51,6.45,-46,47.75,-71.78,75.29,35.45,-37.79,-19.04,2.34
86 L_M_R,50,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,-22.27,7.62,-48.93,47.17,-77.64,74.12,38.38,-37.21,-19.63,0
86 L_M_R,60,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,-23.14,8.5,-51.86,46.58,-83.2,72.95,41.31,-36.62,-19.34,-2.34
86 L_M_R,70,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,-22.27,7.62,-53.32,46.29,-86.43,72.36,42.77,-36.33,-18.16,-4.1
87,10,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,-19.92,5.27,-53.32,46,-86.43,72.07,42.77,-36.04,-16.11,-5.27
87,20,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,-16.41,1.46,-52.15,46.58,-84.08,72.95,41.6,-36.62,-13.48,-6.15
87,30,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,-12.3,-2.05,-50.39,47.17,-80.27,74.12,39.84,-37.21,-10.84,-6.15
87,40,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,-8.5,-4.1,-48.93,48.05,-77.34,76.17,38.38,-38.09,-8.2,-5.27
87,50,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,-5.86,-3.52,-48.93,48.93,-77.34,77.93,38.38,-38.96,-5.86,-3.52
87,60,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,-3.81,-1.17,-49.51,49.51,-78.81,79.1,38.96,-39.55,-3.81,-1.17
87,70,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,-1.46,1.17,-50.1,49.8,-79.69,79.39,39.55,-39.84,-1.46,1.17
88 L_E_L,10,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,1.46,3.81,-49.8,49.22,-79.39,78.52,39.26,-39.26,1.46,3.81
88 L_E_L,20,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,4.1,6.45,-49.22,48.34,-77.93,76.76,38.67,-38.38,4.1,6.45
88 L_E_L,30,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,6.45,8.79,-48.05,47.17,-75.59,74.12,37.5,-37.21,6.45,8.79
88 L_E_L,40,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,8.2,10.84,-46.88,45.7,-73.24,71.19,36.33,-35.74,8.2,10.84
88 L_E_L,50,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,6.15,14.06,-45.7,47.17,-71.19,74.12,35.16,-37.21,9.08,13.18
88 L_E_L,60,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,-0.88,19.63,-45.7,50.98,-70.9,82.03,35.16,-41.02,7.91,16.7
88 L_E_L,70,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,-5.86,24.02,-46,51.86,-71.78,83.79,35.45,-41.89,5.86,19.92
89,10,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,-2.64,12.6,-46.29,53.91,-72.07,87.6,35.74,-43.95,6.15,9.38
89,20,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,2.64,9.38,-46.88,48.93,-73.24,77.93,36.33,-38.96,5.57,8.5
89,30,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,4.69,7.32,-47.75,46.88,-75,73.54,37.21,-36.91,4.69,7.32
89,40,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,3.52,6.15,-48.63,47.75,-76.76,75.59,38.09,-37.79,3.52,6.15
89,50,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,2.05,4.69,-49.22,48.63,-78.22,77.34,38.67,-38.67,2.05,4.69
89,60,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,0.29,2.93,-49.8,49.51,-79.39,78.81,39.26,-39.55,0.29,2.93
89,70,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,-1.46,1.17,-50.1,49.8,-79.69,79.39,39.55,-39.84,-1.46,1.17
90 L_E_R,10,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,-14.65,8.79,-46.29,48.34,-72.07,76.46,35.74,-38.38,-14.65,8.79
90 L_E_R,20,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,-16.99,6.15,-44.24,48.34,-67.97,76.76,33.69,-38.38,-16.99,6.15
90 L_E_R,30,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,-19.04,3.81,-41.6,48.34,-62.99,76.46,31.05,-38.38,-19.04,3.81
90 L_E_R,40,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,-20.8,1.76,-38.96,47.75,-57.42,75.29,28.42,-37.79,-20.8,1.76
90 L_E_R,50,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,-22.85,2.64,-41.31,47.17,-62.11,74.12,30.76,-37.21,-21.68,-0.29
90 L_E_R,60,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,-24.9,5.57,-48.05,46.58,-75.88,72.95,37.5,-36.62,-21.97,-3.22
90 L_E_R,70,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,-24.32,5.57,-52.15,45.7,-84.08,71.48,41.6,-35.74,-20.21,-6.15
91,10,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,-12.89,2.34,-54.2,46,-87.89,71.78,43.65,-36.04,-9.67,-6.45
91,20,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,-9.67,-2.93,-49.22,46.58,-78.22,72.95,38.67,-36.62,-8.79,-5.86
91,30,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,-7.62,-4.98,-47.17,47.46,-73.83,74.71,36.62,-37.5,-7.62,-4.98
91,40,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,-6.45,-3.81,-48.05,48.34,-75.88,76.46,37.5,-38.38,-6.45,-3.81
91,50,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,-4.98,-2.34,-48.93,48.93,-77.64,77.93,38.38,-38.96,-4.98,-2.34
91,60,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,-3.22,-0.59,-49.8,49.51,-79.1,79.1,39.26,-39.55,-3.22,-0.59
91,70,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,-1.46,1.17,-50.1,49.8,-79.69,79.39,39.55,-39.84,-1.46,1.17
92 R_S_L,10,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,0.29,2.93,-49.8,49.51,-79.39,78.81,39.26,-39.55,0.29,2.93
92 R_S_L,20,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,2.05,4.69,-49.22,48.63,-78.22,77.34,38.67,-38.67,2.05,4.69
92 R_S_L,30,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,3.52,6.15,-48.63,47.75,-76.76,75.59,38.09,-37.79,3.52,6.15
92 R_S_L,40,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,4.69,7.32,-47.75,46.88,-75,73.54,37.21,-36.91,4.69,7.32
92 R_S_L,50,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,2.64,9.38,-46.88,48.93,-73.24,77.93,36.33,-38.96,5.57,8.5
92 R_S_L,60,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,-2.64,12.6,-46.29,53.91,-72.07,87.6,35.74,-43.95,6.15,9.38
92 R_S_L,70,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,-5.27,14.06,-46,55.96,-71.48,91.99,35.45,-46,6.45,9.96
93,10,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,-0.88,19.63,-45.7,50.98,-70.9,82.03,35.16,-41.02,7.91,16.7
93,20,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,6.15,14.06,-45.7,47.17,-71.19,74.12,35.16,-37.21,9.08,13.18
93,30,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,8.2,10.84,-46.88,45.7,-73.24,71.19,36.33,-35.74,8.2,10.84
93,40,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,6.45,8.79,-48.05,47.17,-75.59,74.12,37.5,-37.21,6.45,8.79
93,50,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,4.1,6.45,-49.22,48.34,-77.93,76.76,38.67,-38.38,4.1,6.45
93,60,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,1.46,3.81,-49.8,49.22,-79.39,78.52,39.26,-39.26,1.46,3.81
93,70,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,-1.46,1.17,-50.1,49.8,-79.69,79.39,39.55,-39.84,-1.46,1.17
94 R_S_R,10,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,-3.22,-0.59,-49.8,49.51,-79.1,79.1,39.26,-39.55,-3.22,-0.59
94 R_S_R,20,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,-4.98,-2.34,-48.93,48.93,-77.64,77.93,38.38,-38.96,-4.98,-2.34
94 R_S_R,30,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,-6.45,-3.81,-48.05,48.34,-75.88,76.46,37.5,-38.38,-6.45,-3.81
94 R_S_R,40,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,-7.62,-4.98,-47.17,47.46,-73.83,74.71,36.62,-37.5,-7.62,-4.98
94 R_S_R,50,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,-9.67,-2.93,-49.22,46.58,-78.22,72.95,38.67,-36.62,-8.79,-5.86
94 R_S_R,60,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,-12.89,2.34,-54.2,46,-87.89,71.78,43.65,-36.04,-9.67,-6.45
94 R_S_R,70,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,-14.36,4.98,-56.25,45.7,-92.29,71.19,45.7,-35.74,-10.25,-6.74
95,10,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,-24.9,5.57,-48.05,46.58,-75.88,72.95,37.5,-36.62,-21.97,-3.22
95,20,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,-22.85,2.64,-41.31,47.17,-62.11,74.12,30.76,-37.21,-21.68,-0.29
95,30,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,-20.8,1.76,-38.96,47.75,-57.42,75.29,28.42,-37.79,-20.8,1.76
95,40,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,-19.04,3.81,-41.6,48.34,-62.99,76.46,31.05,-38.38,-19.04,3.81
95,50,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,-16.99,6.15,-44.24,48.34,-67.97,76.76,33.69,-38.38,-16.99,6.15
95,60,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,-14.65,8.79,-46.29,48.34,-72.07,76.46,35.74,-38.38,-14.65,8.79
95,70,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,-11.72,11.43,-47.75,47.46,-75,74.71,37.21,-37.5,-11.72,11.43
96 R_M_L,10,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,-9.67,13.77,-48.34,46.29,-76.46,72.36,37.79,-36.33,-9.67,13.77
96 R_M_L,20,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,-7.32,15.82,-48.63,44.53,-76.76,68.85,38.09,-34.57,-7.32,15.82
96 R_M_L,30,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,-6.15,17.87,-48.34,43.95,-76.46,67.68,37.79,-33.98,-4.98,17.58
96 R_M_L,40,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,-6.74,20.21,-48.05,45.7,-75.59,71.48,37.5,-35.74,-2.64,18.75
96 R_M_L,50,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,-7.91,21.97,-47.46,48.63,-74.41,77.34,36.91,-38.67,-0.29,19.34
96 R_M_L,60,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,-8.79,22.85,-46.88,51.56,-73.24,82.91,36.33,-41.6,2.05,19.04
96 R_M_L,70,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,-7.91,21.97,-46.58,53.03,-72.66,86.13,36.04,-43.07,3.81,17.87
97,10,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,-5.57,19.63,-46.29,53.03,-72.36,86.13,35.74,-43.07,4.98,15.82
97,20,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,-1.76,16.11,-46.88,51.86,-73.24,83.79,36.33,-41.89,5.86,13.18
97,30,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,1.76,12.01,-47.46,50.1,-74.41,79.98,36.91,-40.14,5.86,10.55
97,40,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,3.81,8.2,-48.34,48.63,-76.46,77.05,37.79,-38.67,4.98,7.91
97,50,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,3.22,5.57,-49.22,48.63,-78.22,77.05,38.67,-38.67,3.22,5.57
97,60,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,0.88,3.52,-49.8,49.22,-79.39,78.52,39.26,-39.26,0.88,3.52
97,70,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,-1.46,1.17,-50.1,49.8,-79.69,79.39,39.55,-39.84,-1.46,1.17
98 R_M_R,10,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,-3.81,-1.17,-49.51,49.51,-78.81,79.1,38.96,-39.55,-3.81,-1.17
98 R_M_R,20,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,-5.86,-3.52,-48.93,48.93,-77.34,77.93,38.38,-38.96,-5.86,-3.52
98 R_M_R,30,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,-8.5,-4.1,-48.93,48.05,-77.34,76.17,38.38,-38.09,-8.2,-5.27
98 R_M_R,40,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,-12.3,-2.05,-50.39,47.17,-80.27,74.12,39.84,-37.21,-10.84,-6.15
98 R_M_R,50,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,-16.41,1.46,-52.15,46.58,-84.08,72.95,41.6,-36.62,-13.48,-6.15
98 R_M_R,60,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,-19.92,5.27,-53.32,46,-86.43,72.07,42.77,-36.04,-16.11,-5.27
98 R_M_R,70,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,-22.27,7.62,-53.32,46.29,-86.43,72.36,42.77,-36.33,-18.16,-4.1
99,10,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,-23.14,8.5,-51.86,46.58,-83.2,72.95,41.31,-36.62,-19.34,-2.34
99,20,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,-22.27,7.62,-48.93,47.17,-77.64,74.12,38.38,-37.21,-19.63,0
99,30,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,-20.51,6.45,-46,47.75,-71.78,75.29,35.45,-37.79,-19.04,2.34
99,40,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,-18.16,5.86,-44.24,48.05,-67.97,76.17,33.69,-38.09,-17.87,4.69
99,50,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,-16.11,7.03,-44.82,48.34,-69.14,76.46,34.28,-38.38,-16.11,7.03
99,60,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,-14.06,9.38,-46.58,48.05,-72.66,76.17,36.04,-38.09,-14.06,9.38
99,70,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,-11.72,11.43,-47.75,47.46,-75,74.71,37.21,-37.5,-11.72,11.43
100 R_E_L,10,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,-9.08,14.36,-48.63,46,-76.76,71.78,38.09,-36.04,-9.08,14.36
100 R_E_L,20,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,-6.45,16.7,-48.63,43.95,-77.05,67.68,38.09,-33.98,-6.45,16.7
100 R_E_L,30,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,-4.1,18.75,-48.63,41.31,-76.76,62.7,38.09,-31.35,-4.1,18.75
100 R_E_L,40,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,-2.05,20.51,-48.05,38.67,-75.59,57.13,37.5,-28.71,-2.05,20.51
100 R_E_L,50,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,-2.93,22.56,-47.46,41.02,-74.41,61.82,36.91,-31.05,0,21.39
100 R_E_L,60,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,-5.86,24.61,-46.88,47.75,-73.24,75.59,36.33,-37.79,2.93,21.68
100 R_E_L,70,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,-5.86,24.02,-46,51.86,-71.78,83.79,35.45,-41.89,5.86,19.92
101,10,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,-2.64,12.6,-46.29,53.91,-72.07,87.6,35.74,-43.95,6.15,9.38
101,20,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,2.64,9.38,-46.88,48.93,-73.24,77.93,36.33,-38.96,5.57,8.5
101,30,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,4.69,7.32,-47.75,46.88,-75,73.54,37.21,-36.91,4.69,7.32
101,40,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,3.52,6.15,-48.63,47.75,-76.76,75.59,38.09,-37.79,3.52,6.15
101,50,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,2.05,4.69,-49.22,48.63,-78.22,77.34,38.67,-38.67,2.05,4.69
101,60,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,0.29,2.93,-49.8,49.51,-79.39,78.81,39.26,-39.55,0.29,2.93
101,70,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,-1.46,1.17,-50.1,49.8,-79.69,79.39,39.55,-39.84,-1.46,1.17
102 R_E_R,10,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,-4.1,-1.76,-49.51,49.51,-78.81,79.1,38.96,-39.55,-4.1,-1.76
102 R_E_R,20,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,-6.74,-4.39,-48.63,48.93,-77.05,77.64,38.09,-38.96,-6.74,-4.39
102 R_E_R,30,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,-9.08,-6.74,-47.46,47.75,-74.41,75.29,36.91,-37.79,-9.08,-6.74
102 R_E_R,40,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,-11.13,-8.5,-46,46.58,-71.48,72.95,35.45,-36.62,-11.13,-8.5
102 R_E_R,50,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,-14.36,-6.45,-47.46,45.41,-74.41,70.9,36.91,-35.45,-13.48,-9.38
102 R_E_R,60,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,-19.92,0.59,-51.27,45.41,-82.32,70.61,40.72,-35.45,-16.99,-8.2
